filepath,filename,label,folder,sample_rate,duration_s,n_samples,amplitude_max,rms,error
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P10BronchialSc_50.wav,P10BronchialSc_50.wav,Bronchial,bronchial,44100,6.0,264600,0.0656,0.009244,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P16BronchialTc_77.wav,P16BronchialTc_77.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.339267,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P14BronchialSc_68.wav,P14BronchialSc_68.wav,Bronchial,bronchial,4000,6.0,24000,0.9999,0.146557,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P20BronchialSc_96.wav,P20BronchialSc_96.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.18212,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P5BronchialTc_21.wav,P5BronchialTc_21.wav,Bronchial,bronchial,44100,6.0,264600,0.2824,0.027475,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P12BronchialTc_57.wav,P12BronchialTc_57.wav,Bronchial,bronchial,4000,6.0,24000,0.5326,0.108565,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P8BronchialSc_40.wav,P8BronchialSc_40.wav,Bronchial,bronchial,44100,6.0,264600,0.1461,0.016972,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P10BronchialSc_48.wav,P10BronchialSc_48.wav,Bronchial,bronchial,44100,6.0,264600,0.1935,0.045302,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P17BronchialTc_83.wav,P17BronchialTc_83.wav,Bronchial,bronchial,44100,6.0,264600,0.9393,0.246677,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P14BronchialSc_70.wav,P14BronchialSc_70.wav,Bronchial,bronchial,44100,6.0,264600,0.8827,0.170829,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P19BronchialSc_92.wav,P19BronchialSc_92.wav,Bronchial,bronchial,44100,6.0,264600,0.905,0.170966,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P3BronchialSc_12.wav,P3BronchialSc_12.wav,Bronchial,bronchial,44100,6.0,264600,0.1453,0.027354,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P20BronchialSc_98.wav,P20BronchialSc_98.wav,Bronchial,bronchial,44100,6.0,264600,0.6567,0.109225,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P14BronchialSc_66.wav,P14BronchialSc_66.wav,Bronchial,bronchial,4000,6.0,24000,0.4984,0.09197,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P15BronchialSc_74.wav,P15BronchialSc_74.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.412539,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P16BronchialTc_79.wav,P16BronchialTc_79.wav,Bronchial,bronchial,44100,6.0,264600,0.5379,0.152525,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P17BronchialTc_81.wav,P17BronchialTc_81.wav,Bronchial,bronchial,44100,5.503,242667,0.9999,0.194076,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P9BronchialSc_44.wav,P9BronchialSc_44.wav,Bronchial,bronchial,44100,6.0,264600,0.218,0.018619,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P4BronchialTc_19.wav,P4BronchialTc_19.wav,Bronchial,bronchial,44100,6.0,264600,0.4415,0.036485,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P5BronchialTc_23.wav,P5BronchialTc_23.wav,Bronchial,bronchial,44100,6.0,264600,0.189,0.027269,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P17BronchialTc_85.wav,P17BronchialTc_85.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.361254,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P3BronchialSc_14.wav,P3BronchialSc_14.wav,Bronchial,bronchial,44100,6.0,264600,0.1421,0.026966,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P18BronchialSc_86.wav,P18BronchialSc_86.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.265604,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P19BronchialSc_94.wav,P19BronchialSc_94.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.196138,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P18BronchialSc_90.wav,P18BronchialSc_90.wav,Bronchial,bronchial,44100,5.967,263147,0.9247,0.127889,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P2BronchialSc_10.wav,P2BronchialSc_10.wav,Bronchial,bronchial,44100,6.0,264600,0.1384,0.025406,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P15BronchialSc_72.wav,P15BronchialSc_72.wav,Bronchial,bronchial,44100,5.488,242027,0.8115,0.124632,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P8BronchialTc_39.wav,P8BronchialTc_39.wav,Bronchial,bronchial,44100,6.0,264600,0.181,0.017246,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P9BronchialSc_42.wav,P9BronchialSc_42.wav,Bronchial,bronchial,44100,6.0,264600,0.0959,0.014114,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P5BronchialTc_25.wav,P5BronchialTc_25.wav,Bronchial,bronchial,44100,2.0,88201,0.1181,0.023843,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P6BronchialSc_28.wav,P6BronchialSc_28.wav,Bronchial,bronchial,44100,6.0,264600,0.0844,0.015336,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P7BronchialTc_35.wav,P7BronchialTc_35.wav,Bronchial,bronchial,44100,6.0,264600,0.0961,0.016899,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P6BronchialTc_27.wav,P6BronchialTc_27.wav,Bronchial,bronchial,44100,6.0,264600,0.119,0.016485,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P1BronchialTc_3.wav,P1BronchialTc_3.wav,Bronchial,bronchial,44100,6.0,264600,0.1698,0.027277,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P11BronchialTc_51.wav,P11BronchialTc_51.wav,Bronchial,bronchial,44100,6.0,264600,0.0729,0.010324,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P12BronchialSc_60.wav,P12BronchialSc_60.wav,Bronchial,bronchial,4000,6.0,24000,0.9999,0.126646,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P2BronchialTc_9.wav,P2BronchialTc_9.wav,Bronchial,bronchial,44100,6.0,264600,0.0879,0.023621,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P8BronchialSc_36.wav,P8BronchialSc_36.wav,Bronchial,bronchial,44100,6.0,264600,0.1843,0.017111,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P20BronchialSc_100.wav,P20BronchialSc_100.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.324621,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P18BronchialTc_89.wav,P18BronchialTc_89.wav,Bronchial,bronchial,44100,6.0,264600,0.8954,0.137154,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P13BronchialSc_64.wav,P13BronchialSc_64.wav,Bronchial,bronchial,4000,6.0,24000,0.3531,0.073753,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P11BronchialTc_53.wav,P11BronchialTc_53.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.375084,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P1BronchialTc_1.wav,P1BronchialTc_1.wav,Bronchial,bronchial,44100,6.0,264600,0.1646,0.025826,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P4BronchialSc_16.wav,P4BronchialSc_16.wav,Bronchial,bronchial,44100,6.0,264600,0.5257,0.074189,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P7BronchialTc_33.wav,P7BronchialTc_33.wav,Bronchial,bronchial,44100,6.0,264600,0.1347,0.016242,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P1BronchialTc_5.wav,P1BronchialTc_5.wav,Bronchial,bronchial,44100,6.0,264600,0.1729,0.026814,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P2BronchialSc_6.wav,P2BronchialSc_6.wav,Bronchial,bronchial,44100,6.0,264600,0.1976,0.025617,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P14BronchialTc_69.wav,P14BronchialTc_69.wav,Bronchial,bronchial,4000,6.0,24000,0.3158,0.069156,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P16BronchialSc_76.wav,P16BronchialSc_76.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.353808,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P20BronchialTc_97.wav,P20BronchialTc_97.wav,Bronchial,bronchial,44100,6.0,264600,0.9999,0.178901,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P12BronchialSc_58.wav,P12BronchialSc_58.wav,Bronchial,bronchial,4000,6.0,24000,0.9999,0.155717,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P13BronchialSc_62.wav,P13BronchialSc_62.wav,Bronchial,bronchial,4000,6.0,24000,0.523,0.100928,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P10BronchialTc_47.wav,P10BronchialTc_47.wav,Bronchial,bronchial,44100,6.0,264600,0.234,0.044216,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P11BronchialTc_55.wav,P11BronchialTc_55.wav,Bronchial,bronchial,4000,6.0,24000,0.9999,0.133881,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/Bronchial/P7BronchialTc_31.wav,P7BronchialTc_31.wav,Bronchial,bronchial,44100,6.0,264600,0.1018,0.013557,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P4AsthmaIU_18.wav,P4AsthmaIU_18.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.107815,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P25WheezingIE_121.wav,P25WheezingIE_121.wav,Asthma,asthma,4000,6.0,24000,0.2408,0.029954,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P49WheezingRS_244.wav,P49WheezingRS_244.wav,Asthma,asthma,4000,6.0,24000,0.2895,0.048726,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P45WheezingIE_225.wav,P45WheezingIE_225.wav,Asthma,asthma,4000,6.0,24000,0.6088,0.13543,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P19WheezingRL_95.wav,P19WheezingRL_95.wav,Asthma,asthma,4000,6.0,24000,0.7702,0.105571,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P53WheezingIE_265.wav,P53WheezingIE_265.wav,Asthma,asthma,44100,6.0,264600,0.9999,0.530968,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P33WheezingIE_161.wav,P33WheezingIE_161.wav,Asthma,asthma,4000,6.0,24000,0.3337,0.061508,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P16WheezingRL_79.wav,P16WheezingRL_79.wav,Asthma,asthma,4000,6.0,24000,0.9099,0.297597,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P37WheezingIU_182.wav,P37WheezingIU_182.wav,Asthma,asthma,4000,6.0,24000,0.7819,0.118374,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P37WheezingRL_183.wav,P37WheezingRL_183.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.099151,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P36WheezingIE_177.wav,P36WheezingIE_177.wav,Asthma,asthma,4000,6.0,24000,0.452,0.07317,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P20WheezingIU_98.wav,P20WheezingIU_98.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.061151,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P5AsthmaRL_23.wav,P5AsthmaRL_23.wav,Asthma,asthma,4000,6.0,24000,0.7384,0.134016,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P9AsthmaRL_43.wav,P9AsthmaRL_43.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.10874,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P12WheezingRS_60.wav,P12WheezingRS_60.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.095776,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P19WheezingIU_94.wav,P19WheezingIU_94.wav,Asthma,asthma,4000,5.936,23744,1.0,0.163559,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P54WheezingRS_268.wav,P54WheezingRS_268.wav,Asthma,asthma,44100,5.009,220907,0.9783,0.107896,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P16WheezingIU_78.wav,P16WheezingIU_78.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.196088,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P21WheezingIU_102.wav,P21WheezingIU_102.wav,Asthma,asthma,4000,6.0,24000,0.3062,0.061482,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P3AsthmaRS_12.wav,P3AsthmaRS_12.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.256807,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P10AsthmaIE_49.wav,P10AsthmaIE_49.wav,Asthma,asthma,4000,3.136,12544,0.9999,0.155763,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P38WheezingRS_188.wav,P38WheezingRS_188.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.151537,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P4AsthmaRL_19.wav,P4AsthmaRL_19.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.136031,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P36WheezingIU_178.wav,P36WheezingIU_178.wav,Asthma,asthma,4000,6.0,24000,0.6087,0.075505,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P1AsthmaIE_1.wav,P1AsthmaIE_1.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.34201,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P43WheezingRS_212.wav,P43WheezingRS_212.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.147293,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P8AsthmaIE_37.wav,P8AsthmaIE_37.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.108923,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P5AsthmaIU_22.wav,P5AsthmaIU_22.wav,Asthma,asthma,4000,6.0,24000,0.4425,0.132595,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P9AsthmaIU_42.wav,P9AsthmaIU_42.wav,Asthma,asthma,4000,6.0,24000,0.3323,0.085167,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P17WheezingIE_81.wav,P17WheezingIE_81.wav,Asthma,asthma,4000,6.0,24000,0.7955,0.165666,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P15WheezingRL_71.wav,P15WheezingRL_71.wav,Asthma,asthma,4000,6.0,24000,0.0777,0.019197,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P26WheezingRS_128.wav,P26WheezingRS_128.wav,Asthma,asthma,4000,6.0,24000,0.3383,0.075175,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P36WheezingRL_179.wav,P36WheezingRL_179.wav,Asthma,asthma,4000,6.0,24000,0.9999,0.136899,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P48WheezingRS_240.wav,P48WheezingRS_240.wav,Asthma,asthma,4000,6.0,24000,0.989,0.237085,
/Users/eliekanga/.cache/kagglehub/datasets/mohammedtawfikmusaed/asthma-detection-dataset-version-2/versions/1/Asthma Detection Dataset Version 2/Asthma Detection Dataset Version 2/asthma/P20WheezingRL_99.wav,P20WheezingRL_99.wav,Asthma,asthma,4000,6.0,24000,0.4229,0.082336,
